2.065951603830688299e+01,4.659994972629974086e+00,-1.451669762195278990e+00,-2.047485414951931926e+00,2.256424708494197962e+00,1.664083210377644306e+01,-1.271273416717772520e+01,-3.708200144426781009e+01,-1.547655172553739966e+01,-1.741322283118165615e+01,-7.733353990708183190e+00,9.848066060692882928e+00,9.971415595005093113e-01
2.045557263362593048e+01,1.073872208597116185e+01,-5.703686167317747469e+00,4.264364669023043675e+00,-1.296333059873958415e+00,4.746069491917162964e+01,-2.341693079879981454e+01,-4.307354796371948424e+01,-2.037109610954450645e+01,-2.261459279532798305e+01,-1.360623474426101076e+01,1.547318824933606862e+01,-4.335763705842958227e-01
2.010206839962213010e+01,1.184891456739353011e+01,-1.720510357086850739e+00,-4.029426005236736330e+00,-1.134347817898319288e+00,5.281240271580094969e+01,-2.121871530933923466e+01,-3.029672034202782172e+01,-1.874968151366829261e+01,-2.514226986816442277e+01,-6.629751703455646350e+00,1.269398512581543415e+01,-9.609835065782680985e+00
1.960799024472770213e+01,1.186425091657752873e+01,2.320970315855871657e+00,-5.438236474427982969e+00,-3.670770796461422236e+00,5.256210012489383843e+01,-1.071745766822821544e+01,-3.083489656429227921e+01,-2.034846059901213167e+01,-2.186126848506000186e+01,3.881790084142062724e-01,1.541412858777229644e+01,-1.461104843927305552e+01
1.822551754625195031e+01,9.995784296443973815e+00,4.128223061019877349e+00,-1.834520495485965963e+00,2.197581817354156142e-01,4.894249088774891021e+01,1.879079662409695706e+00,-1.593855683308000515e+01,-2.215263492636738718e+01,-1.940408635960734429e+01,-4.152801173193420681e+00,1.743391788969122302e+01,-9.798326504556856165e+00
1.745987623397769184e+01,1.463054004839321465e+01,1.047844897055729341e+01,3.541815636151403268e+00,-3.205328689330264158e+00,3.848773756539623037e+01,6.013359383102051758e+00,-1.168381055260119261e+01,-2.676937158861577615e+01,-1.901196191807688862e+01,-1.345347483529969068e+01,2.249009884608133802e+01,-8.875549596350101211e+00
1.695460250303985461e+01,1.420183929739386386e+01,7.584855408234242979e+00,1.855147380734790685e+00,9.095647014402381103e+00,3.366722873959133722e+01,2.003231485230497988e+00,-8.545956049257311449e+00,-2.374985952387308430e+01,-1.750436887414322840e+01,-1.693209132756615531e+01,1.960799400547297822e+01,-6.151189393736167688e+00
1.691508241512601174e+01,1.359400600558864092e+01,5.566926464223718618e+00,1.044340878577420417e+00,1.084773054102223000e+01,3.732736151856122575e+01,-2.065436062321039934e+00,-1.148132316399812503e+01,-2.391348167186506402e+01,-1.617327031018492178e+01,-1.997463094820933804e+01,1.418346546129747132e+01,-2.329553986680276356e+00
1.704869927405482244e+01,1.312094367559500441e+01,4.169614917169664814e+00,1.998636573386292081e+00,7.011623474555865876e+00,3.920695118224344355e+01,-2.182145061991969115e+00,-1.202890728778791285e+01,-1.637095641913804300e+01,-1.219558520656047307e+01,-1.748435809827358156e+01,5.842021783874166374e+00,1.452704568461574031e+00
1.722741181961200851e+01,1.402069043518282498e+01,1.940336427974339140e+00,-2.163579455010359531e+00,-1.051708959091224083e+00,4.209446381642572277e+01,5.881372887884286804e+00,-1.254386578094199400e+01,-1.574043562939471919e+01,-1.353716108879838131e+01,-2.153956538804229837e+01,4.023730348120229533e-02,3.295070313090366465e+00
1.733431769371189546e+01,9.493405507850070535e+00,5.141369378140989710e+00,-4.578585797148060799e+00,-6.027161294536209191e+00,3.588937473149483992e+01,-3.748560067893801584e+00,-1.181880979664390274e+01,-2.228502952395040992e+01,-5.031613144863417375e+00,-2.424166807307871352e+01,9.770228625079734996e+00,2.332331145851195942e+00
